Reference Number,Number of Vehicles,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
8133,130084743,1,1633,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,36,Car
8134,130084778,1,1832,A,Wet / Damp,Darkness: street lights present and lit,Other,Driver,Slight,Female,21,Motorcycle over 50cc and up to 125cc
8135,130084973,2,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,21,Car
8136,130084973,2,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 500cc
8137,130086154,2,1700,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
8138,130087484,2,1839,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,38,Car
8139,130087769,1,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,6,Car
8140,130087921,1,1728,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,39,Motorcycle over 125cc and up to 500cc
8141,130088202,2,2015,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,36,Car
8142,130088202,2,2015,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,41,Car
8143,130088202,2,2015,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,39,Car
8144,130088740,2,725,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
8145,130089176,2,1150,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
8146,130089273,2,1540,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
8147,130089485,1,1553,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,11,Car
8148,130089616,1,1725,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,19,Car
8149,130089729,2,1835,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,43,Car
8150,130089804,2,1843,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,20,M/cycle 50cc and under
8151,130089835,2,1712,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,40,Car
8152,130089893,1,2109,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,57,Car
8153,130090039,1,2200,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,17,Bus or coach (17 or more passenger seats)
8154,130090045,2,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Taxi/Private hire car
8155,130090045,2,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,27,Taxi/Private hire car
8156,130090045,2,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Taxi/Private hire car
8157,130090045,2,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,35,Taxi/Private hire car
8158,130090640,2,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Goods vehicle 3.5 tonnes mgw and under
8159,130090846,1,1705,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,31,Car
8160,130091158,1,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,3,Car
8161,130091378,2,1430,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
8162,130091406,2,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
8163,130091781,3,1955,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,30,Car
8164,130091781,3,1955,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,31,Car
8165,130091781,3,1955,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,45,Car
8166,130092046,2,810,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,75,Car
8167,130092046,2,810,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,71,Car
8168,130092983,2,1805,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Car
8169,130092983,2,1805,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,50,Car
8170,130093162,1,2223,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,20,Taxi/Private hire car
8171,130093361,1,2155,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,22,Car
8172,130093478,2,557,A(M),Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,21,Car
8173,130093488,3,2130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car
8174,130093488,3,2130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Car
8175,130093736,2,1720,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,27,Car
8176,130093805,3,1110,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
8177,130093805,3,1110,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
8178,130093805,3,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
8179,130093805,3,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,13,Car
8180,130093805,3,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,56,Car
8181,130093954,2,1240,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Pedal cycle
8182,130094059,1,1445,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,49,Motorcycle over 500cc
8183,130094287,2,245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,30,Car
8184,130094287,2,245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Car
8185,130094287,2,245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,46,Car
8186,130094305,1,1450,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Bus or coach (17 or more passenger seats)
8187,130094653,2,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Taxi/Private hire car
8188,130095803,2,1633,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car
8189,130095818,2,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49,Car
8190,130095875,1,1725,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,40,Car
8191,130095875,1,1725,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,48,Car
8192,130095996,5,1845,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,29,Car
8193,130096040,2,1905,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,34,Car
8194,130096040,2,1905,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,61,Car
8195,130096565,2,805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
8196,130096565,2,805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
8197,130097393,2,1325,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,75,Car
8198,130097439,2,1718,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,22,Car
8199,130097611,2,1609,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
8200,130097661,3,1748,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
8201,130098364,1,1800,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,65,Car
8202,130098441,2,1930,A,Dry,Darkness: street lighting unknown,Fog or mist � if hazard,Driver,Slight,Male,25,Car
8203,130098441,2,1930,A,Dry,Darkness: street lighting unknown,Fog or mist � if hazard,Passenger,Slight,Female,56,Car
8204,130098441,2,1930,A,Dry,Darkness: street lighting unknown,Fog or mist � if hazard,Passenger,Slight,Female,20,Car
8205,130099158,2,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
8206,130099158,2,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Car
8207,130099261,1,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,2,Goods vehicle 3.5 tonnes mgw and under
8208,130099277,2,1624,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
8209,130099277,2,1624,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,71,Car
8210,130099277,2,1624,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car
8211,130099277,2,1624,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,Car
8212,130099277,2,1624,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,1,Car
8213,130099346,2,1745,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,34,Motorcycle over 50cc and up to 125cc
8214,130100761,2,1442,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Goods vehicle 3.5 tonnes mgw and under
8215,130100761,2,1442,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Goods vehicle 3.5 tonnes mgw and under
8216,130100919,2,1915,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,28,Pedal cycle
8217,130100931,2,1945,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,32,Pedal cycle
8218,130101556,1,855,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,18,Car
8219,130101727,3,1040,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,82,Car
8220,130101808,2,645,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,31,Pedal cycle
8221,130103433,1,910,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,76,Car
8222,130103476,1,1920,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,23,Car
8223,130103649,3,1440,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Pedal cycle
8224,130103898,2,1910,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,31,Car
8225,130104012,2,2040,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,30,Car
8226,130104174,2,2056,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,32,Car
8227,130104174,2,2056,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,63,Car
8228,130104305,1,430,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,34,Car
8229,130104306,1,18,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,23,Car
8230,130104328,3,1020,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
8231,130104330,2,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
8232,130104728,2,1025,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
8233,130104868,2,1350,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Bus or coach (17 or more passenger seats)
8234,130104868,2,1350,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,44,Car
8235,130104868,2,1350,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,13,Car
8236,130104878,2,1100,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,54,Motorcycle over 125cc and up to 500cc
8237,130105735,1,730,A,Frost / Ice,Darkness: street lighting unknown,Snowing without high winds,Driver,Slight,Female,57,Car
8238,130106485,2,850,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,34,Car
8239,130106485,2,850,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,36,Car
8240,130107172,2,745,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,59,Taxi/Private hire car
8241,130107674,1,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,76,Bus or coach (17 or more passenger seats)
8242,130107691,1,930,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,27,Car
8243,130107964,1,1320,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Goods vehicle 7.5 tonnes mgw and over
8244,130108403,2,1805,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,29,Pedal cycle
8245,130108534,2,2127,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,24,Pedal cycle
8246,130108975,2,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
8247,130109291,2,1555,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Car
8248,130109315,2,2320,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,31,Car
8249,130109315,2,2320,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,43,Car
8250,130110399,2,700,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,45,Minibus (8 � 16 passenger seats)
8251,130110485,1,1725,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Male,4,Bus or coach (17 or more passenger seats)
